x,y,rt,gain,loss,ratio,cond_id,mult,dist,radius,id,sub_id,block
0.7123161764705882,0.14671415441176472,1070,1,0,0,3,0,1,32,534,15,1
0.5560661764705882,0.3342141544117647,1009,1,0,0,3,0,1,32,534,15,1
0.6498161764705882,0.17796415441176472,921,1,0,0,3,0,1,32,534,15,1
0.6498161764705882,-0.3220358455882353,809,1,0,0,3,0,1,32,534,15,1
0.8373161764705882,-0.19703584558823528,819,1,0,0,3,0,1,32,534,15,1
0.8373161764705882,0.021714154411764705,853,1,0,0,3,0,1,32,534,15,1
0.24356617647058823,0.3967141544117647,882,1,0,0,3,0,1,32,534,15,1
0.5873161764705882,-0.22828584558823528,835,1,0,0,3,0,1,32,534,15,1
0.7123161764705882,-0.13453584558823528,901,1,0,0,3,0,1,32,534,15,1
0.8685661764705882,-0.1032858455882353,875,1,0,0,3,0,1,32,534,15,1
0.4310661764705882,0.1154641544117647,860,1,0,0,3,0,1,32,534,15,1
0.5248161764705882,0.14671415441176472,904,1,0,0,3,0,1,32,534,15,1
0.4623161764705882,0.3654641544117647,930,1,0,0,3,0,1,32,534,15,1
0.5560661764705882,0.021714154411764705,844,1,0,0,3,0,1,32,534,15,1
0.3060661764705882,0.021714154411764705,816,1,0,0,3,0,1,32,534,15,1
0.6810661764705882,0.1154641544117647,817,1,0,0,3,0,1,32,534,15,1
0.9935661764705882,0.17796415441176472,812,1,0,0,3,0,1,32,534,15,1
0.11856617647058823,0.14671415441176472,802,1,0,0,3,0,1,32,534,15,1
0.7435661764705882,-0.4470358455882353,874,1,0,0,3,0,1,32,534,15,1
0.5248161764705882,0.4279641544117647,884,1,0,0,3,0,1,32,534,15,1
0.6498161764705882,0.17796415441176472,883,1,0,0,3,0,1,32,534,15,1
0.5248161764705882,0.1154641544117647,891,1,0,0,3,0,1,32,534,15,1
0.5560661764705882,-0.2907858455882353,890,1,0,0,3,0,1,32,534,15,1
0.6810661764705882,0.0842141544117647,852,1,0,0,3,0,1,32,534,15,1
0.3998161764705882,0.6779641544117647,815,1,0,0,3,0,1,32,534,15,1
0.5873161764705882,-0.0720358455882353,838,1,0,0,3,0,1,32,534,15,1
0.6810661764705882,0.14671415441176472,789,1,0,0,3,0,1,32,534,15,1
0.6185661764705882,-0.16578584558823528,919,1,0,0,3,0,1,32,534,15,1
0.3373161764705882,0.24046415441176472,826,1,0,0,3,0,1,32,534,15,1
0.3998161764705882,-0.040785845588235295,838,1,0,0,3,0,1,32,534,15,1
0.6498161764705882,-0.19703584558823528,753,1,0,0,3,0,1,32,534,15,2
1.1810661764705883,-0.16578584558823528,751,1,0,0,3,0,1,32,534,15,2
0.8060661764705882,-0.16578584558823528,729,1,0,0,3,0,1,32,534,15,2
0.4935661764705882,-0.1032858455882353,780,1,0,0,3,0,1,32,534,15,2
0.3685661764705882,0.3654641544117647,762,1,0,0,3,0,1,32,534,15,2
0.7748161764705882,0.3654641544117647,772,1,0,0,3,0,1,32,534,15,2
0.8373161764705882,-0.0720358455882353,726,1,0,0,3,0,1,32,534,15,2
0.21231617647058823,0.3654641544117647,718,1,0,0,3,0,1,32,534,15,2
0.11856617647058823,-0.16578584558823528,815,1,0,0,3,0,1,32,534,15,2
0.6185661764705882,0.1154641544117647,791,1,0,0,3,0,1,32,534,15,2
0.8998161764705882,-0.040785845588235295,820,1,0,0,3,0,1,32,534,15,2
0.5873161764705882,-0.009535845588235295,764,1,0,0,3,0,1,32,534,15,2
0.4310661764705882,0.20921415441176472,772,1,0,0,3,0,1,32,534,15,2
0.5248161764705882,-0.4782858455882353,765,1,0,0,3,0,1,32,534,15,2
0.9935661764705882,0.021714154411764705,740,1,0,0,3,0,1,32,534,15,2
0.6498161764705882,-0.2595358455882353,759,1,0,0,3,0,1,32,534,15,2
1.2748161764705883,0.3029641544117647,754,1,0,0,3,0,1,32,534,15,2
0.8685661764705882,-0.2907858455882353,737,1,0,0,3,0,1,32,534,15,2
0.3373161764705882,0.14671415441176472,660,1,0,0,3,0,1,32,534,15,2
0.7435661764705882,0.20921415441176472,753,1,0,0,3,0,1,32,534,15,2
0.9935661764705882,0.0842141544117647,802,1,0,0,3,0,1,32,534,15,2
0.7123161764705882,-0.13453584558823528,678,1,0,0,3,0,1,32,534,15,2
0.3998161764705882,-0.0720358455882353,658,1,0,0,3,0,1,32,534,15,2
0.4935661764705882,-0.2907858455882353,762,1,0,0,3,0,1,32,534,15,2
0.4935661764705882,0.3967141544117647,723,1,0,0,3,0,1,32,534,15,2
0.5248161764705882,-0.16578584558823528,680,1,0,0,3,0,1,32,534,15,2
0.5873161764705882,-0.4157858455882353,767,1,0,0,3,0,1,32,534,15,3
0.8373161764705882,0.0842141544117647,718,1,0,0,3,0,1,32,534,15,3
0.5248161764705882,0.2717141544117647,741,1,0,0,3,0,1,32,534,15,3
0.6810661764705882,-0.13453584558823528,702,1,0,0,3,0,1,32,534,15,3
0.2748161764705882,0.1154641544117647,636,1,0,0,3,0,1,32,534,15,3
0.7748161764705882,-0.19703584558823528,721,1,0,0,3,0,1,32,534,15,3
0.4623161764705882,0.0842141544117647,737,1,0,0,3,0,1,32,534,15,3
0.5560661764705882,-0.3220358455882353,738,1,0,0,3,0,1,32,534,15,3
0.7435661764705882,-0.0720358455882353,705,1,0,0,3,0,1,32,534,15,3
0.6498161764705882,0.052964154411764705,741,1,0,0,3,0,1,32,534,15,3
0.4310661764705882,0.14671415441176472,722,1,0,0,3,0,1,32,534,15,3
0.8060661764705882,-0.16578584558823528,757,1,0,0,3,0,1,32,534,15,3
0.6498161764705882,0.052964154411764705,691,1,0,0,3,0,1,32,534,15,3
0.4935661764705882,-0.19703584558823528,810,1,0,0,3,0,1,32,534,15,3
0.5248161764705882,-0.2907858455882353,737,1,0,0,3,0,1,32,534,15,3
0.8060661764705882,-0.3845358455882353,761,1,0,0,3,0,1,32,534,15,3
0.9935661764705882,0.021714154411764705,761,1,0,0,3,0,1,32,534,15,3
0.5248161764705882,0.6779641544117647,779,1,0,0,3,0,1,32,534,15,3
