"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.5,0.5,0.5,0.5,0.507876964392701,0.5,0.4,0.490151699408492,0.5,0.5,0.5,0.5,0.459370002760742,0.5,0.6
"2",0.5,0.5,0.5,0.7,0.783234943996299,0.6,0.5,0.698264783742785,1,0.5,0.7,0.9,0.691373975093228,0.6,0.5
